------ulasan_bapperida_diy-------
no,id,Username,Rating,Stars,Date,Review Text
25,Ci9DQUlRQUNvZENodHljRjlvT20xcWRtWlhRVVZSZUVWU1Rrb3dTRkUzWms5NWRGRRAB,Nunik Arzakiyah,5,⭐⭐⭐⭐⭐,a month ago,     
26,ChdDSUhNMG9nS0VJQ0FnSUMxczhUWmhnRRAB,IAZA JOGJA,5,⭐⭐⭐⭐⭐,2 years ago,     
27,ChdDSUhNMG9nS0VJQ0FnSUNzMTZTejlRRRAB,Arya Wirarachman,4,⭐⭐⭐⭐,6 years ago,     
28,ChZDSUhNMG9nS0VJQ0FnSUNzZzQ3cmNREAE,amalia lativani,5,⭐⭐⭐⭐⭐,6 years ago,1 review      
29,ChZDSUhNMG9nS0VJQ0FnSUNzdnJTVFpnEAE,Jeihan Rafli,5,⭐⭐⭐⭐⭐,6 years ago,     
30,ChdDSUhNMG9nS0VJQ0FnSUNNbWNYTHh3RRAB,Rezki Badriza,5,⭐⭐⭐⭐⭐,6 years ago,1 review · 6 photos      
31,ChZDSUhNMG9nS0VJQ0FnSURVXzVtWUVREAE,Rhury Alca,5,⭐⭐⭐⭐⭐,6 years ago,     
32,ChZDSUhNMG9nS0VJQ0FnSUN3bUxyZUx3EAE,Linawaty Lina,4,⭐⭐⭐⭐,8 years ago,1 review · 1 photo      
33,ChdDSUhNMG9nS0VJQ0FnSURBcFktT2h3RRAB,Aisya Nurika,2,⭐⭐,8 years ago,     
34,ChZDSUhNMG9nS0VJQ0FnSUN3NmYtdVpnEAE,Roni Sutantyo,4,⭐⭐⭐⭐,9 years ago,     
35,ChdDSUhNMG9nS0VJQ0FnSURRc3RXWDZBRRAB,indri rahmawati,3,⭐⭐⭐,9 years ago,     
36,ChdDSUhNMG9nS0VJQ0FnSUNRejVlZjVnRRAB,ECE design13,4,⭐⭐⭐⭐,10 years ago,3 reviews · 5 photos      
37,ChZDSUhNMG9nS0VJQ0FnSURBajZhTlZ3EAE,Ugiek 88,5,⭐⭐⭐⭐⭐,10 years ago,     
--------ulasan_bkd_diy----------
no,id,Username,Rating,Stars,Date,Review Text
1,Ci9DQUlRQUNvZENodHljRjlvT25RNFYzVktkWFpHUjFOWVltVk5ZazFtTmxwR04zYxAB,AGUS TRI HARTANTO,4,⭐⭐⭐⭐,4 months ago,Downgrade...😔 …
2,ChdDSUhNMG9nS0VJQ0FnSUNzemZhNnZBRRAB,Ummia Ummia,5,⭐⭐⭐⭐⭐,6 years ago,Love it
3,Ci9DQUlRQUNvZENodHljRjlvT2t3eGVEbGlObGM1TVhvd2JuQkVOME54WWt0ZlYxRRAB,Andriyudha,5,⭐⭐⭐⭐⭐,6 months ago,"Honest Review:
My experience processing my transfer to the Yogyakarta Regional Government (PEMDA) at the Yogyakarta Regional Personnel Agency (BKD) office was surprisingly …"
4,Ci9DQUlRQUNvZENodHljRjlvT25GQllYaG1RbUUzTURGbFZGSjRRbEJOTldNMlltYxAB,arizka indah,5,⭐⭐⭐⭐⭐,6 months ago,"The information provided for civil servant (CPNS) registration at the Yogyakarta Regional Civil Service Agency (BKD) is very clear and easy to understand. Information is presented transparently through the website and social media, and …"
5,Ci9DQUlRQUNvZENodHljRjlvT2pRNU4yVjVaSGRCVTA1UWEzSTNiVEJ5V0VwUmNVRRAB,Mardi Djogja,5,⭐⭐⭐⭐⭐,a month ago,Almost two decades here has made a big family that will never be forgotten... always miss the atmosphere
6,Ci9DQUlRQUNvZENodHljRjlvT21saFFqRnhjR05oUzFScVNuTjZjVzVMWTJkckxYYxAB,Andri udi S,5,⭐⭐⭐⭐⭐,2 months ago,"new place, service is also good"
7,ChZDSUhNMG9nS0VJQ0FnSURrdU8zNkRnEAE,Wawa,4,⭐⭐⭐⭐,7 years ago,"A popular destination for civil servant candidates (CPNS) in the Special Region of Yogyakarta. This government agency specializes in personnel matters, including civil servants and other government employees. For information on regional …"
8,Ci9DQUlRQUNvZENodHljRjlvT2paaWRsUjZlVFZUWTBaQ00xUk1ZVFIzT0ZjeGRXYxAB,GARONG 81,5,⭐⭐⭐⭐⭐,9 months ago,"Taking participant numbers and providing exam participants with supplies. Comfortable, clean office space, polite staff, excellent service.. go full throttle BKD DIY.. (EDIQQ_ DKCPLGK)"
9,Ci9DQUlRQUNvZENodHljRjlvT2tkelUySjZiVkZSYUZsaWRUZHphRkF0WlU5TlNGRRAB,Handhika Yd,5,⭐⭐⭐⭐⭐,3 months ago,The building is new... Just saw it..
10,Ci9DQUlRQUNvZENodHljRjlvT2toS1NFOW1UWE5zV2pCUlIyYzRhbEowVGxSVE1uYxAB,QONA YA,5,⭐⭐⭐⭐⭐,a month ago,Thank you for the opportunity given
11,Ci9DQUlRQUNvZENodHljRjlvT20xQ1JUTmpXRUYyUlc5dGRqbFdWRUY0U1hkaVdYYxAB,vaneiza nur aulia,5,⭐⭐⭐⭐⭐,a month ago,friendly and informative service
12,ChdDSUhNMG9nS0VJQ0FnSURJb2Nhbi1BRRAB,Selvy Almita Wijaya,5,⭐⭐⭐⭐⭐,7 years ago,Is it still allowed to smoke in government buildings like this?? Not only visitors but also employees walk around holding cigarette butts
13,ChdDSUhNMG9nS0VJQ0FnSUQtdzdfMjVBRRAB,adtyarnpdt,5,⭐⭐⭐⭐⭐,3 years ago,"For the time being the office has moved to Jalan Jend Sudirman No. 5, East Tugu, next to Shabu Auce"
14,ChZDSUhNMG9nS0VJQ0FnSUNJajUtck9BEAE,Daily Raj,4,⭐⭐⭐⭐,7 years ago,The need for building renovation
15,ChdDSUhNMG9nS0VJQ0FnSUNLaDdYRDZRRRAB,Adi Krismantoro,5,⭐⭐⭐⭐⭐,5 years ago,"Mobile file setup, service and repainting#safe"
16,ChdDSUhNMG9nS0VJQ0FnSURnZ2FHUnVRRRAB,Mas Sofianul Luthfi,4,⭐⭐⭐⭐,9 years ago,"Asked about the announcement of passing the non-pns TKD exam, they said the security guard came out at 10pm."
17,ChdDSUhNMG9nS0VJQ0FnSUNLdC1UejlRRRAB,Sagiku 7,4,⭐⭐⭐⭐,5 years ago,Ready to take care of all matters regarding personnel throughout DIY.
18,ChdDSUhNMG9nS0VJQ0FnSUNLX2FPX3dRRRAB,Marieana Chandra Kusuma,5,⭐⭐⭐⭐⭐,5 years ago,"Came here to take care of my transfer, the service was good and friendly👍 …"
19,ChdDSUhNMG9nS0VJQ0FnSUNldi03YS1BRRAB,Vigi Verindo,5,⭐⭐⭐⭐⭐,3 years ago,"How to activate NIK for non-ASN, how to do it?"
20,ChdDSUhNMG9nS0VJQ0FnSUNncE5xMF9BRRAB,Jim,5,⭐⭐⭐⭐⭐,9 years ago,Please take the number for the non-PNS test here..
21,ChZDSUhNMG9nS0VJQ0FnSURBNTZxRElBEAE,Nayanika Project,4,⭐⭐⭐⭐,Edited 5 years ago,"Undip Public Administration Internship Program, 2011"
22,ChZDSUhNMG9nS0VJQ0FnSURBa3JtZElBEAE,Tri Bekti Susilo adi,4,⭐⭐⭐⭐,9 years ago,Ready to pick up the card tomorrow..
23,ChdDSUhNMG9nS0VJQ0FnSUNJaDdiNG1BRRAB,anton legowo,5,⭐⭐⭐⭐⭐,7 years ago,Place for selection of CPNS competency fields
24,Ci9DQUlRQUNvZENodHljRjlvT2t3dFpreHpaVXhmVFRreGExTkRkbE5uYmtoaVQyYxAB,Karpet Masjid Al-Hilal,5,⭐⭐⭐⭐⭐,7 months ago,Good
25,ChZDSUhNMG9nS0VJQ0FnSUR5enJUVGZ3EAE,Hernawan Setyanto,5,⭐⭐⭐⭐⭐,5 years ago,Taking care of moving wife
26,ChdDSUhNMG9nS0VJQ0FnSUQ2MTcyWmx3RRAB,fandi kurniawan,4,⭐⭐⭐⭐,4 years ago,Photo of the training used to be comfortable
27,ChdDSUhNMG9nS0VJQ0FnSUNocUxqc2tBRRAB,Hari Triwahyudi,5,⭐⭐⭐⭐⭐,3 years ago,Clean and tidy
28,ChZDSUhNMG9nS0VJQ0FnSURBeHE2Mkx3EAE,IniMedia,3,⭐⭐⭐,9 years ago,improve service
29,ChdDSUhNMG9nS0VJQ0FnSUQwX282Qm1BRRAB,Lisetyo Ncahyo,4,⭐⭐⭐⭐,6 years ago,Cool
30,ChdDSUhNMG9nS0VJQ0FnSUQwanUzNXJBRRAB,A. D. Atmaji,5,⭐⭐⭐⭐⭐,6 years ago,memorable place
31,Ci9DQUlRQUNvZENodHljRjlvT2t0a1RIaGtla1J3WlVOb05uUk5TRkl6T1Y4M05HYxAB,Maya Retnosari,5,⭐⭐⭐⭐⭐,a month ago,the service is very good and satisfying
32,Ci9DQUlRQUNvZENodHljRjlvT21OV2RHaERjMUV0WTFkdk5raDBXSEZQYWxWUVlXYxAB,Andari Cantika Putri,5,⭐⭐⭐⭐⭐,a month ago,The service is very good and fast👍🏻 …
33,Ci9DQUlRQUNvZENodHljRjlvT21aeE5FRXpUMUJFU0U1b01FaDBNM2QyVldJeGFFRRAB,Laila Vega,5,⭐⭐⭐⭐⭐,a month ago,     
34,Ci9DQUlRQUNvZENodHljRjlvT2tsTU1XaElOMmhzWm5sS2EyZFNkRVp4YkMxNWFtYxAB,Siti Naurah Cleofatrah,5,⭐⭐⭐⭐⭐,a month ago,2 reviews      
35,Ci9DQUlRQUNvZENodHljRjlvT21rNWVYWjNXVzh5T1haWlUzTkRUbUZPV0cwd2NFRRAB,Inayah Setiyorini,5,⭐⭐⭐⭐⭐,a month ago,satisfactory service
36,Ci9DQUlRQUNvZENodHljRjlvT25GdFduWmhNRU5RWDE5S01HUklTMU5qT1ZGeVEwRRAB,Suwartono Anjar,5,⭐⭐⭐⭐⭐,4 months ago,     
37,Ci9DQUlRQUNvZENodHljRjlvT25RMFJ6UmtjbVpyWWt4R2NqQmZVVkZwTkZWeE5rRRAB,poniran bang,5,⭐⭐⭐⭐⭐,6 months ago,     
38,Ci9DQUlRQUNvZENodHljRjlvT2s5cVN6UnFXbnBTUkVWUmNEZExlRGxFVG5keVluYxAB,Nanda chandra Adiputra,1,⭐,a year ago,     
39,ChdDSUhNMG9nS0VJQ0FnTUNnc0s3YnlnRRAB,Wahyu Joko Setiawan,5,⭐⭐⭐⭐⭐,a year ago,     
40,ChdDSUhNMG9nS0VJQ0FnSUQ5ek5YX3hnRRAB,M. Yusuf Rahardian Dev,5,⭐⭐⭐⭐⭐,2 years ago,     
41,ChdDSUhNMG9nS0VJQ0FnSUM5cGRyQ25nRRAB,Kania Widiaratri,5,⭐⭐⭐⭐⭐,2 years ago,1 review      
42,ChZDSUhNMG9nS0VJQ0FnSUQxNmZPZ0ZnEAE,Fios Zielinski,4,⭐⭐⭐⭐,2 years ago,     
43,ChZDSUhNMG9nS0VJQ0FnSUNSOV9qaFlnEAE,Renny Sudarti,5,⭐⭐⭐⭐⭐,3 years ago,12 reviews      
44,ChZDSUhNMG9nS0VJQ0FnSURPazdTWkNREAE,Reza Antara Baskoro,5,⭐⭐⭐⭐⭐,4 years ago,5 reviews · 4 photos      
45,ChZDSUhNMG9nS0VJQ0FnSURHamYtYk5nEAE,ahmad harimurti nugroho,5,⭐⭐⭐⭐⭐,4 years ago,     
46,ChZDSUhNMG9nS0VJQ0FnSUNheWFDX0NREAE,Drs. H. Bambang Sudaryo,5,⭐⭐⭐⭐⭐,5 years ago,     
47,ChZDSUhNMG9nS0VJQ0FnSUN5M2I2Z0NREAE,Ugiek 88,5,⭐⭐⭐⭐⭐,5 years ago,     
48,ChdDSUhNMG9nS0VJQ0FnSURzbVB6cHBRRRAB,wiwid vindi astriarti,5,⭐⭐⭐⭐⭐,6 years ago,     
49,ChdDSUhNMG9nS0VJQ0FnSUQwbWEtbndBRRAB,Ernawan Nurhidayat,5,⭐⭐⭐⭐⭐,6 years ago,     
50,ChdDSUhNMG9nS0VJQ0FnSUQwMXNtNWdnRRAB,rahmat mulyono,5,⭐⭐⭐⭐⭐,6 years ago,     
51,ChZDSUhNMG9nS0VJQ0FnSURJd3M2SklREAE,Citra Kusuma,5,⭐⭐⭐⭐⭐,7 years ago,     
52,ChZDSUhNMG9nS0VJQ0FnSURJLUlMT0tnEAE,Eko Widodo,4,⭐⭐⭐⭐,7 years ago,     
53,ChZDSUhNMG9nS0VJQ0FnSUNJNThTaGZBEAE,Khaerul Rivai,5,⭐⭐⭐⭐⭐,7 years ago,4 reviews      
54,ChdDSUhNMG9nS0VJQ0FnSUR3bUszdzJBRRAB,Abuya Sabil,4,⭐⭐⭐⭐,7 years ago,     
55,ChZDSUhNMG9nS0VJQ0FnSUNRX05uU1lREAE,Suprihatin New,3,⭐⭐⭐,8 years ago,1 review · 4 photos      
56,ChZDSUhNMG9nS0VJQ0FnSURnMWNmWmJBEAE,Wulandari Wulan,4,⭐⭐⭐⭐,8 years ago,     
57,ChZDSUhNMG9nS0VJQ0FnSUN3aHJTSFBnEAE,dhedit Sujati,4,⭐⭐⭐⭐,8 years ago,9 reviews · 4 photos      
58,ChdDSUhNMG9nS0VJQ0FnSUN3dmQzOXhRRRAB,Regina Kroesdiyantika W.,5,⭐⭐⭐⭐⭐,8 years ago,     
59,ChZDSUhNMG9nS0VJQ0FnSUNRa3FiVFJnEAE,Ganis Aditya,3,⭐⭐⭐,8 years ago,     
60,ChZDSUhNMG9nS0VJQ0FnSUNnbTZfbEh3EAE,Novia Saraswati,5,⭐⭐⭐⭐⭐,8 years ago,     
61,ChZDSUhNMG9nS0VJQ0FnSURnbXRhMU9REAE,sri rahayu riwanti st,5,⭐⭐⭐⭐⭐,9 years ago,     
62,ChZDSUhNMG9nS0VJQ0FnSUNnMGZQa0Z3EAE,dyan iyenk,3,⭐⭐⭐,9 years ago,     
63,ChZDSUhNMG9nS0VJQ0FnSUNBNlpDblRnEAE,jeng sri,5,⭐⭐⭐⭐⭐,9 years ago,     
64,ChZDSUhNMG9nS0VJQ0FnSURRMnREQmNREAE,Fandi pendutt,5,⭐⭐⭐⭐⭐,9 years ago,     
65,ChZDSUhNMG9nS0VJQ0FnSURRaFBEQkZREAE,Nawang Kestury,5,⭐⭐⭐⭐⭐,11 years ago,     
-------ulasan_bnn_provinsi_diy-------
no,id,Username,Rating,Stars,Date,Review Text
1,Ci9DQUlRQUNvZENodHljRjlvT21WbFdVVk9kRGwxZDNWU01qVkRkSEZ0T1VGRk4yYxAB,Joceline Gracia Angelina,5,⭐⭐⭐⭐⭐,6 months ago,"Great and friendly staff, everything went smoothly and every hiccup was handled well and assisted by the staff. 🙏 …"
2,ChZDSUhNMG9nS0VJQ0FnTURBb0lpeGZnEAE,Dayu Purnama,5,⭐⭐⭐⭐⭐,a year ago,excellent
3,ChdDSUhNMG9nS0VJQ0FnSUNneGRpVTRnRRAB,Monica Nandahayu,4,⭐⭐⭐⭐,9 years ago,Ok
4,Ci9DQUlRQUNvZENodHljRjlvT205TmVYVmZUbVY0V0daallWOXVZa3B5VVRsTFExRRAB,Mr. Epyphanias Siadari,5,⭐⭐⭐⭐⭐,2 months ago,"I happened to be from out of town and wanted to obtain a drug-free certificate for school admission in Yogyakarta. I called and was asked to come to the location. There, we filled out the registration form on the website and then paid …"
5,ChdDSUhNMG9nS0VJQ0FnSUR6OEtHMTZBRRAB,Rifqi Akmal,5,⭐⭐⭐⭐⭐,2 years ago,"Fast service, all staff are friendly.
The price for a drug certificate is 290,000 Rupiah."
6,Ci9DQUlRQUNvZENodHljRjlvT214VE5YTlBTR0kzY1d4YVpWcDRSRlZ3ZGxSalZHYxAB,PUTRYY,5,⭐⭐⭐⭐⭐,10 months ago,"Making a drug-free certificate here is easy and fast, no drama, no drama.
It's done right away."
7,Ci9DQUlRQUNvZENodHljRjlvT25ScmVrcFVaVWRGTFhscE9XbHRhbUl5TFU4eFJYYxAB,Raynaldi Aziz Nugraha,5,⭐⭐⭐⭐⭐,3 months ago,"Fast & accurate service, the flow is clear via social media and directly"
8,Ci9DQUlRQUNvZENodHljRjlvT2pOVGVVaE9iM0UxV0V0UFUzVm1WbVYzYVZGSVdGRRAB,Rusyda Faza,5,⭐⭐⭐⭐⭐,4 months ago,"access drug-free certificates here, the staff are friendly and kind"
9,Ci9DQUlRQUNvZENodHljRjlvT2paamIwWXpPVUpXZURkemFFRlhXbUpQVFdNMVowRRAB,Ulandari Ulan,5,⭐⭐⭐⭐⭐,10 months ago,"Fast service, only hampered by a lack of expertise"
10,Ci9DQUlRQUNvZENodHljRjlvT21ZMlYzY3pSaTB5WDBacFNIRjZXamRtZW5obGVtYxAB,Reky Faturahman,4,⭐⭐⭐⭐,7 months ago,How much is the administration fee for making a drug-free certificate?
11,ChZDSUhNMG9nS0VJQ0FnSUNRa3UtMVdBEAE,aldhi fajar,5,⭐⭐⭐⭐⭐,8 years ago,"I often come here to help with events organized by BNNP... the people there are friendly. Always be successful, BNNP DIY"
12,ChZDSUhNMG9nS0VJQ0FnSURpb3RiU0ZBEAE,Kori Prianata Okpamal,5,⭐⭐⭐⭐⭐,5 years ago,"The staff are friendly. The security guard on duty earlier was kind, polite, friendly, and relaxed. We chatted briefly, but not too awkwardly. …"
13,Ci9DQUlRQUNvZENodHljRjlvT2t0eWRVb3hSRWh4ZFVrMFdrVmtOSHAyUW05V2EwRRAB,Yuana Citra,5,⭐⭐⭐⭐⭐,6 months ago,The service is friendly and fast
14,ChdDSUhNMG9nS0VJQ0FnSURJb2ZLUTl3RRAB,Twins Corner,5,⭐⭐⭐⭐⭐,7 years ago,"Drug lab tests are free here. But you'll have to buy the equipment yourself. If you don't know where to buy it, the security guard will tell you. The staff are friendly. The results are quick."
15,ChZDSUhNMG9nS0VJQ0FnSUMydnUyRUp3EAE,Anastasia Sekar,4,⭐⭐⭐⭐,4 years ago,The SKHPN service was very friendly and fast. Please pay more attention to bathroom cleanliness.
16,ChdDSUhNMG9nS0VJQ0FnSUNLMjhUUnl3RRAB,Ghaniy Saputra,5,⭐⭐⭐⭐⭐,5 years ago,"Friendly staff, from security guards to internal services like the SKPHN (National Public Order Agency) service. The place is clean and comfortable."
17,ChZDSUhNMG9nS0VJQ0FnSUR1MmJfakNREAE,taman sean,5,⭐⭐⭐⭐⭐,4 years ago,"For those who want to make an anti-drug letter, please feel free to do so, but please follow health protocols."
18,ChZDSUhNMG9nS0VJQ0FnSUN3dmFLalp3EAE,RA HM,3,⭐⭐⭐,9 years ago,I often exercised here before it became a BNNP building
19,ChdDSUhNMG9nS0VJQ0FnSUNOel9lVjVBRRAB,nur adila suci ani,5,⭐⭐⭐⭐⭐,2 years ago,The staff are very friendly and the service is easy and fast 👍🏻 …
20,ChZDSUhNMG9nS0VJQ0FnSUNnaXVtbFlnEAE,wandra ade saputra,5,⭐⭐⭐⭐⭐,9 years ago,The staff are friendly. I also donated blood here once.
21,ChZDSUhNMG9nS0VJQ0FnSURlajRyRE1nEAE,Wahyu Rahmawati,5,⭐⭐⭐⭐⭐,3 years ago,An alternative place to look for SKHPN here is at the Seger Waras Pratama Clinic :)
22,ChdDSUhNMG9nS0VJQ0FnSUNMdm9UZDNRRRAB,Slamet Riyadi,5,⭐⭐⭐⭐⭐,2 years ago,"Shining Greetings
Jogja Shines, Clean from Drugs
Road to Hani 2024"
23,ChdDSUhNMG9nS0VJQ0FnSUNINjVQeDd3RRAB,Elsa Junita Bode,5,⭐⭐⭐⭐⭐,a year ago,"very good, the employees are also friendly👍 …"
24,ChdDSUhNMG9nS0VJQ0FnSURPa09PTXJnRRAB,Siti Alfiah,5,⭐⭐⭐⭐⭐,4 years ago,"The service was very satisfying.
Fast and friendly."
25,ChdDSUhNMG9nS0VJQ0FnSURabXJYWjNRRRAB,Sofiana Marjono,5,⭐⭐⭐⭐⭐,2 years ago,Fast and very friendly service
26,ChdDSUhNMG9nS0VJQ0FnSUNRbGFlaWtnRRAB,Muhammad Veven (mhvn),5,⭐⭐⭐⭐⭐,9 years ago,Very good and friendly service
27,ChdDSUhNMG9nS0VJQ0FnSUNOcjd5Unl3RRAB,Amri Yoga,5,⭐⭐⭐⭐⭐,2 years ago,"Comfortable place, friendly and good service"
28,ChZDSUhNMG9nS0VJQ0FnSUNIbTctc1hBEAE,Anindia Ellia,5,⭐⭐⭐⭐⭐,a year ago,Exciting internship experience
29,ChdDSUhNMG9nS0VJQ0FnSURaMnBtam13RRAB,Ridha Mukti,5,⭐⭐⭐⭐⭐,2 years ago,Friendly and good service
30,ChdDSUhNMG9nS0VJQ0FnSUNEdHBqNmx3RRAB,erli bandoro,4,⭐⭐⭐⭐,2 years ago,Really good
31,ChdDSUhNMG9nS0VJQ0FnSUNRMHFfTXpRRRAB,Prasetyo Sigit,4,⭐⭐⭐⭐,8 years ago,often pass in front of his office
32,ChZDSUhNMG9nS0VJQ0FnSURRdnVyckFREAE,gading sasongko,5,⭐⭐⭐⭐⭐,7 years ago,"Fast, friendly, comfortable service."
33,ChdDSUhNMG9nS0VJQ0FnSUNUbC1EYTJnRRAB,ilyasin aditya,5,⭐⭐⭐⭐⭐,2 years ago,Friendly and fast service
34,Ci9DQUlRQUNvZENodHljRjlvT2taalRucDNVRGx3WXpKaFJHVmFOVWM1TWxwQmFrRRAB,ari sahbana,5,⭐⭐⭐⭐⭐,3 weeks ago,Friendly and fast service
35,Ci9DQUlRQUNvZENodHljRjlvT2s5NldGSTFjVFpsT0daaVF6ZElUa3RVUzFVMGJGRRAB,novi marlina,5,⭐⭐⭐⭐⭐,8 months ago,11 reviews      
36,Ci9DQUlRQUNvZENodHljRjlvT2pNeGJXeDRkRU5aVEVGc2EyMWlMV1ZvVEhsTFQwRRAB,Rahma Utami,5,⭐⭐⭐⭐⭐,8 months ago,2 reviews      
37,ChZDSUhNMG9nS0VJQ0FnTURJeEpEdVZnEAE,rakhmat Juliardi,5,⭐⭐⭐⭐⭐,a year ago,1 review · 2 photos      
38,ChdDSUhNMG9nS0VJQ0FnSUNIMjdXLXFRRRAB,Ariana Adya Faranissa,5,⭐⭐⭐⭐⭐,a year ago,     
39,ChdDSUhNMG9nS0VJQ0FnSUR4cE92OXVRRRAB,erna,5,⭐⭐⭐⭐⭐,3 years ago,2 reviews      
40,ChZDSUhNMG9nS0VJQ0FnSUNoMFphOE93EAE,Citra Oktora,4,⭐⭐⭐⭐,3 years ago,     
41,ChdDSUhNMG9nS0VJQ0FnSUQtaEtLSnBBRRAB,ꦫꦶꦪꦺꦴ,5,⭐⭐⭐⭐⭐,3 years ago,     
42,ChZDSUhNMG9nS0VJQ0FnSUNlX1BxeEFnEAE,Windy Elfasari,5,⭐⭐⭐⭐⭐,3 years ago,     
43,ChZDSUhNMG9nS0VJQ0FnSUMyXzdlcFh3EAE,Istriyanto Raharjo,5,⭐⭐⭐⭐⭐,4 years ago,     
44,ChZDSUhNMG9nS0VJQ0FnSURHLWJIb1pnEAE,ariska windra,5,⭐⭐⭐⭐⭐,4 years ago,7 reviews · 1 photo      
45,ChdDSUhNMG9nS0VJQ0FnSURDbC1lVzJRRRAB,cucut agus,1,⭐,5 years ago,     
46,ChdDSUhNMG9nS0VJQ0FnSUNDOHVuYy1nRRAB,Hasbi Basbeth,5,⭐⭐⭐⭐⭐,6 years ago,     
47,ChZDSUhNMG9nS0VJQ0FnSURzck52dlhnEAE,Hasyim Fathurochman,5,⭐⭐⭐⭐⭐,6 years ago,     
48,ChdDSUhNMG9nS0VJQ0FnSUNzOHR6Q3BnRRAB,Hammam sv,5,⭐⭐⭐⭐⭐,6 years ago,     
49,ChdDSUhNMG9nS0VJQ0FnSUQwLVl1RXJRRRAB,Triana W,5,⭐⭐⭐⭐⭐,6 years ago,     
