no,id,Username,Rating,Stars,Date,Review Text
23,ChdDSUhNMG9nS0VLZmtyLTdaOFBUTjZ3RRAB,Tri Raharjo,5,⭐⭐⭐⭐⭐,Edited 2 months ago,"The lobby is clean and comfortable, the staff are also friendly."
24,Ci9DQUlRQUNvZENodHljRjlvT21oT056aHNWekpxYlVWU1JXWXRibmhyTWkxRlgyYxAB,sri wahyuni,5,⭐⭐⭐⭐⭐,a year ago,"The service at the Yogyakarta Regional Land Agency (BPN) Regional Office was very satisfactory. The process was fast, the staff were friendly, and informative. The waiting room was clean and comfortable, and the service flow was clear and …"
25,Ci9DQUlRQUNvZENodHljRjlvT2pKc1EwcHpaR05qVW5CTlYycGxOSFZ6V201UVgwRRAB,yogajiddana_174,5,⭐⭐⭐⭐⭐,7 months ago,"fast service for your thesis research needs, thank you and stay healthy"
26,Ci9DQUlRQUNvZENodHljRjlvT2kxclEzZDJaVkJIYjFGd1QyaE1ZMmRQWjAxbGIwRRAB,dandy Irawan,5,⭐⭐⭐⭐⭐,4 months ago,Very friendly service
27,ChdDSUhNMG9nS0VMNmFwWXlxbGJqZS1RRRAB,rizki indah,5,⭐⭐⭐⭐⭐,a year ago,"The DIY BPN Regional Office is cool, still serving the community professionally, even though the person concerned has gone to the office but is still confused, the regional office is still willing to help explain it again well...thanks DIY BPN Regional Office..."
28,Ci9DQUlRQUNvZENodHljRjlvT2xwblpVWlhaMmd4Ym05cGEza3pkV1phWlZsVlpFRRAB,shinta arum,5,⭐⭐⭐⭐⭐,a year ago,Friendly service
29,Ci9DQUlRQUNvZENodHljRjlvT21GdFRtc3laRFpUUWpoT1oxSkdTVkUzWTJKQlMyYxAB,B_Cindy Maharany,5,⭐⭐⭐⭐⭐,8 months ago,excellent and competent service
30,Ci9DQUlRQUNvZENodHljRjlvT2t0emNVMHhZVU54ZUY5ck4ycHpRak5YT1RGTGNtYxAB,Ardheo Prayitno,5,⭐⭐⭐⭐⭐,6 months ago,"Friendly service, clean and comfortable room"
31,ChdDSUhNMG9nS0VJQ0FnSURteWJ2eXNRRRAB,Wahyu Setiawan,5,⭐⭐⭐⭐⭐,4 years ago,"DIY provincial land services, friendly staff, fast response service"
32,Ci9DQUlRQUNvZENodHljRjlvT205Mk5TMXFkbmx0T0VwWVdHcGxNWGRHV1RKa09WRRAB,dyah,5,⭐⭐⭐⭐⭐,8 months ago,"Friendly and satisfying service, answering all information well"
33,Ci9DQUlRQUNvZENodHljRjlvT2pGVE1sUjNXakZJVFRReWRtMVVUVGhrWTNOcVozYxAB,Figan Muzakki,5,⭐⭐⭐⭐⭐,5 months ago,Very good service👌 …
34,Ci9DQUlRQUNvZENodHljRjlvT21NeVdqRnJhVVZzU1U4MVdVaG5Wbkl4VkVnNFZIYxAB,maria valarie,5,⭐⭐⭐⭐⭐,9 months ago,"Ms. Uswatu is very friendly and the receptionist is also very friendly. Thank you, and best of luck."
35,ChZDSUhNMG9nS0VLX2kzSmprajlyV1FREAE,Syafin Dysya,5,⭐⭐⭐⭐⭐,a year ago,"The service is very good, the people are friendly and can be invited often. The cleanliness is very well maintained..It's Okay"
36,ChZDSUhNMG9nS0VPbUo3NUxnX2QyT05BEAE,Intam Tiwi,5,⭐⭐⭐⭐⭐,a year ago,"The office is comfortable, with a lactation room and a children's play area.
The staff are friendly."
37,Ci9DQUlRQUNvZENodHljRjlvT2poRU9IWnlWV3RNTFVwcVpYZHdZMnhIVFhBNE4wRRAB,Anna Vitria,5,⭐⭐⭐⭐⭐,Edited 6 months ago,Friendly and fast service
38,ChZDSUhNMG9nS0VJbjczSWZqcjV1Y1V3EAE,yery agung,5,⭐⭐⭐⭐⭐,a year ago,"The lobby is clean, the place is comfortable, the AC is cold, the receptionists are friendly and kind, and they serve visitors quickly."
39,Ci9DQUlRQUNvZENodHljRjlvT2tWbVJrRkJXbFpLVVhOSlVtMTBNa04wTFc4M1dYYxAB,Diva Intan,5,⭐⭐⭐⭐⭐,6 months ago,thank you for the great service
40,Ci9DQUlRQUNvZENodHljRjlvT2t0c1JUZGlYMUEyV0doV1NVSlZWVzVHTlV0c1VuYxAB,Shandy Permana,5,⭐⭐⭐⭐⭐,a year ago,"Excellent service at the office, very friendly welcome. Especially Ms. Uswatun and Ms. Ema!! Keep up the good work!!"
41,ChZDSUhNMG9nS0VMcTJ6S1hVaVA2ZkVnEAE,Mulat Sugiarti,5,⭐⭐⭐⭐⭐,a year ago,"The service and explanations provided by the officers to the research students were very good and satisfying, and really helped us in completing our assignments."
42,Ci9DQUlRQUNvZENodHljRjlvT21VM1V6a3RkMjAyV2tFeVZVWlNPRGc0ZVhWUWJXYxAB,Dwi Santoso,5,⭐⭐⭐⭐⭐,10 months ago,"Overall, according to what was asked... the delivery was precise and good. Valid information is maintained"
43,Ci9DQUlRQUNvZENodHljRjlvT2psWVlVTTJUV04yYlV3NGVrVllZbkEwVXpJNU1tYxAB,32_Putri Heriza,5,⭐⭐⭐⭐⭐,8 months ago,"The Yogyakarta BPN Regional Office provided satisfactory service and information, as well as solutions to the issues raised. Thank you 🙏🏻🙏🏻 …"
44,Ci9DQUlRQUNvZENodHljRjlvT21kZmRuTllaa1JvZDI5YWREUlZRa1kxZW0xMk5FRRAB,Ari Puspito Utomo,5,⭐⭐⭐⭐⭐,4 months ago,"Professional, Trusted Service"
45,ChZDSUhNMG9nS0VLZjZtTnZ1dTh1a1FBEAE,Erlangga Andika,5,⭐⭐⭐⭐⭐,Edited a year ago,"The place is nice and comfortable. The service is also very good, and the staff are very friendly and smart."
46,Ci9DQUlRQUNvZENodHljRjlvT2pCMVN5MUpTSEZIVTAwNVJqWnNSRVpSY2pGVFpFRRAB,Febri Pratama (Febri Kendrick),5,⭐⭐⭐⭐⭐,a year ago,great. excellent service
47,Ci9DQUlRQUNvZENodHljRjlvT2xSaFVuZE1OMHByYldkQlNqbGtTMlJXWkZKMlZsRRAB,upil jaran,5,⭐⭐⭐⭐⭐,a year ago,"From the initial service at the security guard, customer service to the employees, everyone was friendly and the service was excellent 👍👍👍
Continue 🫰🫰🫰 …"
48,Ci9DQUlRQUNvZENodHljRjlvT2xveFJtcE1UazFJTFRkdlEwaERTazV4U1c1RE1IYxAB,Muhamad Irfan,5,⭐⭐⭐⭐⭐,9 months ago,Very good and pleasant service
49,Ci9DQUlRQUNvZENodHljRjlvT2xGa1prWndRVVZPTjFZMldsOHhZMGxRY0U1d2FGRRAB,22313973 Muhamad Shah Reza,5,⭐⭐⭐⭐⭐,8 months ago,"Professional service, very informative and very helpful"
50,Ci9DQUlRQUNvZENodHljRjlvT21sclp6UjRRMUpuZEc1NFFrZHdWekUzV0VKU1UwRRAB,Dina Mayasari,5,⭐⭐⭐⭐⭐,a year ago,"The office is nice, cool, the employees Mrs. Uswatun, Ms. Diah, and Ms. Sarifah are very welcoming."
51,ChdDSUhNMG9nS0VJQ0FnSURZMGJySnpnRRAB,febri novianto,5,⭐⭐⭐⭐⭐,7 years ago,The place is clean and comfortable. The security guards are very friendly.
52,ChdDSUhNMG9nS0VPYkd6OWJ5MU5pLTBBRRAB,Subroto Arisenna,5,⭐⭐⭐⭐⭐,a year ago,"Cool and good service, hopefully it will be even better in the future, nice BPN DIY"
53,Ci9DQUlRQUNvZENodHljRjlvT2kxRVVUQlFjRXhmY25KSWRsSlFPRWRxZGpGTE5tYxAB,Yoyon Suwondo,5,⭐⭐⭐⭐⭐,8 months ago,The welcome at the start was extraordinary
54,Ci9DQUlRQUNvZENodHljRjlvT21SMVdqQXdaakpRT1ZKeFkyOUpNVFpNU2xsQmVHYxAB,Medi Mahaputra,5,⭐⭐⭐⭐⭐,a year ago,"Optimal and very friendly service, always success for ATR BPN DIY"
55,Ci9DQUlRQUNvZENodHljRjlvT2poeVExQm5PV3RRUlcxTGRDMXRhVU4wVTFKeGIxRRAB,Marketing Litto,5,⭐⭐⭐⭐⭐,7 months ago,Very friendly service
56,Ci9DQUlRQUNvZENodHljRjlvT2pKcFRYTlNlbkJ5TVhZME1GZzRkakJSUzJaUlFuYxAB,Sahro Kusumo,5,⭐⭐⭐⭐⭐,a year ago,"The staff are friendly and kind.
Thank you for the information provided, which is very clear and easy to understand."
57,Ci9DQUlRQUNvZENodHljRjlvT21FNFRHUldhMVpuZUd4bU5WRlNUWGQ0Wm5CbVJFRRAB,ita Pratiwi,5,⭐⭐⭐⭐⭐,9 months ago,Extremely satisfied with friendly service
58,ChZDSUhNMG9nS0VJQ0FnSURHZzhXU1BnEAE,Wa Onli warungonline,5,⭐⭐⭐⭐⭐,Edited 4 years ago,"The place is spacious, neat, and clean.
The staff are also friendly."
59,ChZDSUhNMG9nS0VJQ0FnTURnczR5RUp3EAE,Sofi Puspasari,5,⭐⭐⭐⭐⭐,a year ago,"The location is quite strategic and easy to access, the room is also comfortable, if you need information about land administration, you can come directly here"
60,Ci9DQUlRQUNvZENodHljRjlvT2tNM09XMXpSMHBrTjBkUmFEZzBjMWxZYmtZeWRrRRAB,A_02_Agung Prayogo,5,⭐⭐⭐⭐⭐,8 months ago,The atmosphere is comfortable and the service is very facilitating.
61,Ci9DQUlRQUNvZENodHljRjlvT25jNGEzcGxOekU1YkRGYVYxZGZhbmh3TFd0M2JYYxAB,joshua agung,5,⭐⭐⭐⭐⭐,a year ago,"When you arrive, you will be greeted in a friendly manner and given a detailed explanation regarding the data submission application."
62,ChZDSUhNMG9nS0VKS2xtNWlybDlYRE1BEAE,Jasmine Affan,5,⭐⭐⭐⭐⭐,a year ago,"The place is nice, the service is very friendly and fast and very informative."
63,ChZDSUhNMG9nS0VJQ0FnSURka1ozRFhREAE,ErmaDN,5,⭐⭐⭐⭐⭐,2 years ago,"The story is about a reunion, the three people on the left are still at the NTB Regional Office, the rest are alumni of the NTB Regional Office. Let's just pray for the Prophet, who knows, maybe some of you will become alumni and join Yogyakarta or the surrounding areas. Amen... Heehe"
64,Ci9DQUlRQUNvZENodHljRjlvT21Wa2RGVkRjME5yVGxwcWFtTnFOa05FZFVaWFRHYxAB,Retno Sulistya,5,⭐⭐⭐⭐⭐,a year ago,"Good service, neat and clean place"
65,Ci9DQUlRQUNvZENodHljRjlvT25wV1pVZEhNR1Z5UjNoV1lsUllTWGcwYTBkVmJuYxAB,Sekar Alamsari,5,⭐⭐⭐⭐⭐,a year ago,There must be a supporting brochure regarding the formation of land registration process requirements.
66,Ci9DQUlRQUNvZENodHljRjlvT2tOVE1USmlVREUzY3poZmFFbHBObGQxWjJkRWJuYxAB,Mulyawan Cahyo,5,⭐⭐⭐⭐⭐,8 months ago,"Thank you sir/madam, for the information provided, it is very good 🙏 …"
67,Ci9DQUlRQUNvZENodHljRjlvT2xwWFZXUTRWRVI0UkV4TlUwdDFiRGxoWVZWcFlWRRAB,PANDETT,5,⭐⭐⭐⭐⭐,6 months ago,Comfortable
68,ChZDSUhNMG9nS0VQYWhydV9SOVkzVVdBEAE,Tamara Irvina,5,⭐⭐⭐⭐⭐,a year ago,"The office is very clean, comfortable, and the staff are friendly. Awesome👏👏 …"
69,ChdDSUhNMG9nS0VQT1IyNWpNdHNDeWdBRRAB,Sugito,5,⭐⭐⭐⭐⭐,a year ago,"Hopefully the leadership and staff will be trustworthy in carrying out their duties, keep up the enthusiasm...."
70,ChRDSUhNMG9nS0VJQ0FnSURpM3ZvQxAB,Mohammad Rizal Fahruddin,5,⭐⭐⭐⭐⭐,5 years ago,Fast service and friendly staff
71,ChZDSUhNMG9nS0VPMzczY3JDOEtxY05nEAE,riris mutfiany,5,⭐⭐⭐⭐⭐,a year ago,"The place is nice, comfortable, the service is friendly & fast."
72,ChdDSUhNMG9nS0VJQ0FnSUNNcGFQMDNBRRAB,SAUJANA,1,⭐,Edited 2 years ago,"Please follow up, I always find civil servants who like to play truant, please tighten supervision in each field, especially during break time, many go home and take a nap, in the afternoon they are absent and return to the office,,, why are GOVERNMENT AGENCIES employees TRIALING!"
73,Ci9DQUlRQUNvZENodHljRjlvT2xvM1VrMTJiazk2WjNnd1MwUkhiRWRIU1RsMk4wRRAB,Nailah Winanda,5,⭐⭐⭐⭐⭐,6 months ago,Very good service🤍 …
74,Ci9DQUlRQUNvZENodHljRjlvT201dE1tZDNUVzFaUlc0eFgwODBUMlpIU1RSWGVsRRAB,Satrio Yoga,5,⭐⭐⭐⭐⭐,a year ago,"Thank you, DIY BPN Regional Office🙏 …"
75,Ci9DQUlRQUNvZENodHljRjlvT2t4R1NreGhWMjB3UlVWcExYRlpibTUzV0RoRmVVRRAB,rafindha nouraini,5,⭐⭐⭐⭐⭐,10 months ago,"The office is neat and clean, the service is friendly 👍 …"
76,ChZDSUhNMG9nS0VOenV4SWpHc0puZ0VBEAE,Maria Angela Pinta,5,⭐⭐⭐⭐⭐,a year ago,"A clean, tidy, and comfortable office. Keep up the enthusiasm for serving the community 👍🏻 …"
77,Ci9DQUlRQUNvZENodHljRjlvT2pFelEyWnJXWGRwUkRodVpqaFBhbE53UTJGbFJXYxAB,Dwi Lestari,5,⭐⭐⭐⭐⭐,a year ago,"Good service, friendly staff, clean office"
78,Ci9DQUlRQUNvZENodHljRjlvT21GZk5HZGtjVGxFYTFSUFVHTmhMV2RvUTBobU0xRRAB,Jogja Kulonprogo,5,⭐⭐⭐⭐⭐,a year ago,"The DIY Provincial BPN Regional Office is strategically located, all employees are friendly"
79,Ci9DQUlRQUNvZENodHljRjlvT2xGdWMyeHpOM0J6VlZGQlgwTm5ORzlwV1hod1dsRRAB,GILANG BAGUS RAMADHAN 21.86.0207,5,⭐⭐⭐⭐⭐,11 months ago,friendly service and fast response
80,Ci9DQUlRQUNvZENodHljRjlvT2pseVlWUmxaRFJNVVdkM2NVWm1SakJsTjJwMFpXYxAB,Alfirazia Ainun,5,⭐⭐⭐⭐⭐,a year ago,"Good service, friendly and very informative"
81,Ci9DQUlRQUNvZENodHljRjlvT21wTU1sOURkbkZ0YUZCdVNrOXNPV2h5Vmt4c1JrRRAB,21_050 _Farid Za'im,5,⭐⭐⭐⭐⭐,8 months ago,"Excellent service, comfortable and good"
82,ChZDSUhNMG9nS0VKenA2SWVvcGFxWGF3EAE,Yuni Andri,5,⭐⭐⭐⭐⭐,a year ago,"Clean. May it be a field of reward for all employees here, amen"
83,ChdDSUhNMG9nS0VPcTVyb3pFMC03N3JRRRAB,Nurika Dwi Purwanti,5,⭐⭐⭐⭐⭐,a year ago,"The office is comfortable, located in the city center, the staff are friendly, top..."
84,ChZDSUhNMG9nS0VMN1Q5NF90cTdLNUlnEAE,Rina yuliawati,5,⭐⭐⭐⭐⭐,a year ago,"The office is cool, clean, and comfortable. May the DIY National Land Agency (BPN) continue to thrive👍 …"
85,Ci9DQUlRQUNvZENodHljRjlvT2tKRWFGSjBWVU10UzFseFluUXlhV0pYYWtORFdsRRAB,Hutama Widya Putra,5,⭐⭐⭐⭐⭐,8 months ago,The information and service are very good and satisfying.
86,Ci9DQUlRQUNvZENodHljRjlvT2xVdFdFeGtSbkpOU25WUFVVVmlhRTFXYTFKNmRIYxAB,Irawan Indra Ardi,5,⭐⭐⭐⭐⭐,a year ago,Very good service
87,Ci9DQUlRQUNvZENodHljRjlvT2xscGFVMVVNRzVWUXpaU2NWbEhOMjh4TVVwNVFsRRAB,Khikmatun Nisa,5,⭐⭐⭐⭐⭐,5 months ago,"Awesome, awesome"
88,Ci9DQUlRQUNvZENodHljRjlvT205R1JXMDVObWxRVWxWWFVGRlhkbEExVDA5dlVsRRAB,mediyadesy rahmawati,5,⭐⭐⭐⭐⭐,10 months ago,The service is very good
89,Ci9DQUlRQUNvZENodHljRjlvT21rNFdsaERaMWxMUzJ0T1dXeEVjRm8wYjJKTGNrRRAB,Nurul Indri Astuti,5,⭐⭐⭐⭐⭐,a year ago,"The BPN Regional Office of Atr provides good and professional service, the information provided is very clear."
90,ChZDSUhNMG9nS0VPal83cU92b3VXQ1VREAE,Supri Yanto,5,⭐⭐⭐⭐⭐,a year ago,"Thank God, I got a new family and the leader and all the employees are polite and kind."
91,ChdDSUhNMG9nS0VLcTd6Nnptc3BqVTFBRRAB,Eko Prastowo,5,⭐⭐⭐⭐⭐,a year ago,"BPN DIY is clean, comfortable, the staff are very friendly"
92,ChZDSUhNMG9nS0VQTHR2NHlSaGRxNVJnEAE,teateen er,5,⭐⭐⭐⭐⭐,a year ago,The information and security officers are friendly... Full of smiles
93,ChdDSUhNMG9nS0VQVzRqcmlzcHJ1OThnRRAB,Srie Martini,5,⭐⭐⭐⭐⭐,a year ago,"The employees are friendly and smart, respond quickly too"
94,ChZDSUhNMG9nS0VQQ3B5ZUN5MW83ZElBEAE,Aleksander Januar Satriyo,5,⭐⭐⭐⭐⭐,a year ago,"Satisfactory service, consultation questions answered well and satisfactorily"
95,ChdDSUhNMG9nS0VOdUgycEdjLTdIMW9RRRAB,Razana Razana,5,⭐⭐⭐⭐⭐,a year ago,The place is clean and comfortable. The staff are friendly.
96,ChZDSUhNMG9nS0VLM042cE9QMTg2S2F3EAE,Faniza W. Pangestu,5,⭐⭐⭐⭐⭐,a year ago,"Clean lobby, friendly staff
Thank you, DIY BPN Regional Office"
97,Ci9DQUlRQUNvZENodHljRjlvT2tOeE1VaEJaVnBtUkZWRWVHbE5keko2V2pFNVRHYxAB,Cindy Agustiningrum,5,⭐⭐⭐⭐⭐,a year ago,"The staff are friendly, the office is also clean."
98,ChdDSUhNMG9nS0VJQ0FnSURHZ01Tc2pBRRAB,Billy Ananda,5,⭐⭐⭐⭐⭐,4 years ago,"I once lost my wallet here, but thank God I found it. The security guard was very kind and helped me find it."
99,Ci9DQUlRQUNvZENodHljRjlvT2pWaFYyTjBORFF0U0UweFVtMU5Xa05IZWtoQlZIYxAB,Chatarina Eta,3,⭐⭐⭐,6 months ago,The service is friendly
100,ChdDSUhNMG9nS0VLN3VrYldfbl8yOGxnRRAB,Bagus Galih Wicaksana,5,⭐⭐⭐⭐⭐,a year ago,"Friendly staff, nice and comfortable office"
101,ChdDSUhNMG9nS0VPdk10cmpMN3BQd3l3RRAB,dony Erwan B,5,⭐⭐⭐⭐⭐,a year ago,"The staff is friendly, the office is nice"
102,Ci9DQUlRQUNvZENodHljRjlvT2xvNVRYbFRUalZMVnpseGRubHRYMGh3UVdGWU0wRRAB,dinda 05,5,⭐⭐⭐⭐⭐,8 months ago,the service is fast and informative
103,Ci9DQUlRQUNvZENodHljRjlvT21WUlVXTkJSSGt4U0RWcWRqQXpRWGcyVm1Oa1pGRRAB,Dave Ings,5,⭐⭐⭐⭐⭐,8 months ago,Very responsive and professional service
104,Ci9DQUlRQUNvZENodHljRjlvT2tKQlRWaHJaV0Z1YUU5VlMwZG5XRmw2WkU1U2QxRRAB,B_Yunita Suryanitasari,5,⭐⭐⭐⭐⭐,8 months ago,Information related to services is very easy
105,Ci9DQUlRQUNvZENodHljRjlvT25kTmVrWlhObmRrUmtsc01YZHRXRTFQYjNSdVFVRRAB,Muhammad Alwy,5,⭐⭐⭐⭐⭐,a year ago,Easy access and friendly service
106,Ci9DQUlRQUNvZENodHljRjlvT25sWWVYWnZNVjlwZFVkRVYzaFViRFpuZDFjdFpFRRAB,Ilham Ardi,5,⭐⭐⭐⭐⭐,9 months ago,Very good service
107,ChZDSUhNMG9nS0VNdUNvT3I5OVpIWVN3EAE,Danang Kanugrahan,5,⭐⭐⭐⭐⭐,a year ago,The employee conveyed the information in great detail.
108,Ci9DQUlRQUNvZENodHljRjlvT2xsVGFWSTJlR2N4VUdObldtNVNVemc0VTJ0V2JIYxAB,Febriyanto Chrestiatmojo,5,⭐⭐⭐⭐⭐,9 months ago,Very good and helpful
109,Ci9DQUlRQUNvZENodHljRjlvT21ndE1WRTRiemRwYWxkTVQxTmxZWGh1Ym14UGRIYxAB,Irawan Indra,5,⭐⭐⭐⭐⭐,a year ago,Very good service
110,Ci9DQUlRQUNvZENodHljRjlvT21OcVoxVnBjR3RGUmxGMWVXWlBXVXhrYTNGSU1rRRAB,ARMANDA BAYU,5,⭐⭐⭐⭐⭐,10 months ago,"Serving, Professional, Trusted"
111,ChdDSUhNMG9nS0VNT01vODJxaHRpRThnRRAB,Rafif Ismail Purnama,5,⭐⭐⭐⭐⭐,a year ago,The office is clean and the service is friendly.
112,ChZDSUhNMG9nS0VKM3Zfc0xpbTVfRWFnEAE,Arsenio Nadine,5,⭐⭐⭐⭐⭐,a year ago,Friendly staff and good service
113,Ci9DQUlRQUNvZENodHljRjlvT2twaVJIbGthV1Z5VW1KeGNGQXlaa3hzVUV0bWJHYxAB,Rizky Bayu Nugraha rizkybayu.2022,5,⭐⭐⭐⭐⭐,a year ago,Friendly and good service
114,Ci9DQUlRQUNvZENodHljRjlvT2xSZmMxTkViRlZ4UjAxR1RIVndXSEkxY1haQmFXYxAB,Rizal Ramadhan,5,⭐⭐⭐⭐⭐,7 months ago,friendly service
115,Ci9DQUlRQUNvZENodHljRjlvT2pKb1VuUTJjSFZxWlROVU5XSjFhV3BqZVROT1JHYxAB,Hillary Kamila Zelda,5,⭐⭐⭐⭐⭐,8 months ago,"Clean, comfortable, cool and quiet"
116,ChZDSUhNMG9nS0VMWFpxN1NrLU5PY2RnEAE,iis danang,5,⭐⭐⭐⭐⭐,a year ago,The place is comfortable and the parking is spacious..
117,Ci9DQUlRQUNvZENodHljRjlvT2w5VVMya3hPVWc0WjNkWmExaEpkRE5vVlcweVIzYxAB,apri wulandari,5,⭐⭐⭐⭐⭐,a year ago,Fast and friendly service
118,ChdDSUhNMG9nS0VLYVdycVMxMUsyXzVnRRAB,Raihan Rizky,5,⭐⭐⭐⭐⭐,a year ago,Good and fast service
119,Ci9DQUlRQUNvZENodHljRjlvT2xkbVdHeHpSblF0TUZnMldsRkhibkZ5Wm1wM1FsRRAB,Erma De Angels,5,⭐⭐⭐⭐⭐,a year ago,The coordination is good and friendly
120,ChdDSUhNMG9nS0VPZk4yLVNveE9xUTZBRRAB,mulana arbani,5,⭐⭐⭐⭐⭐,a year ago,There are smart activities together every Wednesday
121,Ci9DQUlRQUNvZENodHljRjlvT2pGTVV6SkhVbkJwTXpsYWFFNWZaMlUzTlVoRFZYYxAB,Nidha Priyono,5,⭐⭐⭐⭐⭐,a year ago,Good service
122,ChZDSUhNMG9nS0VJQ0FnSURDcmRDY2R3EAE,Trie Sakti,4,⭐⭐⭐⭐,5 years ago,The only BPN office in front of which there is a row of coffin sellers
123,ChZDSUhNMG9nS0VJQ0FnSUNNOWQ2aVNREAE,Bambang Sutiyoso,5,⭐⭐⭐⭐⭐,6 years ago,"The place for managing land matters in DiY, so that we can consistently protect the land for the benefit of the people"
