no,id,Username,Rating,Stars,Date,Review Text
12,ChZDSUhNMG9nS0VJQ0FnSURpb3RiU0ZBEAE,Kori Prianata Okpamal,5,⭐⭐⭐⭐⭐,5 years ago,"The staff are friendly. The security guard on duty earlier was kind, polite, friendly, and relaxed. We chatted briefly, but not too awkwardly. …"
13,Ci9DQUlRQUNvZENodHljRjlvT2t0eWRVb3hSRWh4ZFVrMFdrVmtOSHAyUW05V2EwRRAB,Yuana Citra,5,⭐⭐⭐⭐⭐,6 months ago,The service is friendly and fast
14,ChdDSUhNMG9nS0VJQ0FnSURJb2ZLUTl3RRAB,Twins Corner,5,⭐⭐⭐⭐⭐,7 years ago,"Drug lab tests are free here. But you'll have to buy the equipment yourself. If you don't know where to buy it, the security guard will tell you. The staff are friendly. The results are quick."
15,ChZDSUhNMG9nS0VJQ0FnSUMydnUyRUp3EAE,Anastasia Sekar,4,⭐⭐⭐⭐,4 years ago,The SKHPN service was very friendly and fast. Please pay more attention to bathroom cleanliness.
16,ChdDSUhNMG9nS0VJQ0FnSUNLMjhUUnl3RRAB,Ghaniy Saputra,5,⭐⭐⭐⭐⭐,5 years ago,"Friendly staff, from security guards to internal services like the SKPHN (National Public Order Agency) service. The place is clean and comfortable."
17,ChZDSUhNMG9nS0VJQ0FnSUR1MmJfakNREAE,taman sean,5,⭐⭐⭐⭐⭐,4 years ago,"For those who want to make an anti-drug letter, please feel free to do so, but please follow health protocols."
18,ChZDSUhNMG9nS0VJQ0FnSUN3dmFLalp3EAE,RA HM,3,⭐⭐⭐,9 years ago,I often exercised here before it became a BNNP building
19,ChdDSUhNMG9nS0VJQ0FnSUNOel9lVjVBRRAB,nur adila suci ani,5,⭐⭐⭐⭐⭐,2 years ago,The staff are very friendly and the service is easy and fast 👍🏻 …
20,ChZDSUhNMG9nS0VJQ0FnSUNnaXVtbFlnEAE,wandra ade saputra,5,⭐⭐⭐⭐⭐,9 years ago,The staff are friendly. I also donated blood here once.
21,ChZDSUhNMG9nS0VJQ0FnSURlajRyRE1nEAE,Wahyu Rahmawati,5,⭐⭐⭐⭐⭐,3 years ago,An alternative place to look for SKHPN here is at the Seger Waras Pratama Clinic :)
22,ChdDSUhNMG9nS0VJQ0FnSUNMdm9UZDNRRRAB,Slamet Riyadi,5,⭐⭐⭐⭐⭐,2 years ago,"Shining Greetings
Jogja Shines, Clean from Drugs
Road to Hani 2024"
23,ChdDSUhNMG9nS0VJQ0FnSUNINjVQeDd3RRAB,Elsa Junita Bode,5,⭐⭐⭐⭐⭐,a year ago,"very good, the employees are also friendly👍 …"
24,ChdDSUhNMG9nS0VJQ0FnSURPa09PTXJnRRAB,Siti Alfiah,5,⭐⭐⭐⭐⭐,4 years ago,"The service was very satisfying.
Fast and friendly."
25,ChdDSUhNMG9nS0VJQ0FnSURabXJYWjNRRRAB,Sofiana Marjono,5,⭐⭐⭐⭐⭐,2 years ago,Fast and very friendly service
26,ChdDSUhNMG9nS0VJQ0FnSUNRbGFlaWtnRRAB,Muhammad Veven (mhvn),5,⭐⭐⭐⭐⭐,9 years ago,Very good and friendly service
27,ChdDSUhNMG9nS0VJQ0FnSUNOcjd5Unl3RRAB,Amri Yoga,5,⭐⭐⭐⭐⭐,2 years ago,"Comfortable place, friendly and good service"
28,ChZDSUhNMG9nS0VJQ0FnSUNIbTctc1hBEAE,Anindia Ellia,5,⭐⭐⭐⭐⭐,a year ago,Exciting internship experience
29,ChdDSUhNMG9nS0VJQ0FnSURaMnBtam13RRAB,Ridha Mukti,5,⭐⭐⭐⭐⭐,2 years ago,Friendly and good service
30,ChdDSUhNMG9nS0VJQ0FnSUNEdHBqNmx3RRAB,erli bandoro,4,⭐⭐⭐⭐,2 years ago,Really good
31,ChdDSUhNMG9nS0VJQ0FnSUNRMHFfTXpRRRAB,Prasetyo Sigit,4,⭐⭐⭐⭐,8 years ago,often pass in front of his office
32,ChZDSUhNMG9nS0VJQ0FnSURRdnVyckFREAE,gading sasongko,5,⭐⭐⭐⭐⭐,7 years ago,"Fast, friendly, comfortable service."
33,ChdDSUhNMG9nS0VJQ0FnSUNUbC1EYTJnRRAB,ilyasin aditya,5,⭐⭐⭐⭐⭐,2 years ago,Friendly and fast service
34,Ci9DQUlRQUNvZENodHljRjlvT2taalRucDNVRGx3WXpKaFJHVmFOVWM1TWxwQmFrRRAB,ari sahbana,5,⭐⭐⭐⭐⭐,3 weeks ago,Friendly and fast service
35,Ci9DQUlRQUNvZENodHljRjlvT2s5NldGSTFjVFpsT0daaVF6ZElUa3RVUzFVMGJGRRAB,novi marlina,5,⭐⭐⭐⭐⭐,8 months ago,11 reviews      
36,Ci9DQUlRQUNvZENodHljRjlvT2pNeGJXeDRkRU5aVEVGc2EyMWlMV1ZvVEhsTFQwRRAB,Rahma Utami,5,⭐⭐⭐⭐⭐,8 months ago,2 reviews      
37,ChZDSUhNMG9nS0VJQ0FnTURJeEpEdVZnEAE,rakhmat Juliardi,5,⭐⭐⭐⭐⭐,a year ago,1 review · 2 photos      
38,ChdDSUhNMG9nS0VJQ0FnSUNIMjdXLXFRRRAB,Ariana Adya Faranissa,5,⭐⭐⭐⭐⭐,a year ago,     
39,ChdDSUhNMG9nS0VJQ0FnSUR4cE92OXVRRRAB,erna,5,⭐⭐⭐⭐⭐,3 years ago,2 reviews      
40,ChZDSUhNMG9nS0VJQ0FnSUNoMFphOE93EAE,Citra Oktora,4,⭐⭐⭐⭐,3 years ago,     
41,ChdDSUhNMG9nS0VJQ0FnSUQtaEtLSnBBRRAB,ꦫꦶꦪꦺꦴ,5,⭐⭐⭐⭐⭐,3 years ago,     
42,ChZDSUhNMG9nS0VJQ0FnSUNlX1BxeEFnEAE,Windy Elfasari,5,⭐⭐⭐⭐⭐,3 years ago,     
43,ChZDSUhNMG9nS0VJQ0FnSUMyXzdlcFh3EAE,Istriyanto Raharjo,5,⭐⭐⭐⭐⭐,4 years ago,     
44,ChZDSUhNMG9nS0VJQ0FnSURHLWJIb1pnEAE,ariska windra,5,⭐⭐⭐⭐⭐,4 years ago,7 reviews · 1 photo      
45,ChdDSUhNMG9nS0VJQ0FnSURDbC1lVzJRRRAB,cucut agus,1,⭐,5 years ago,     
46,ChdDSUhNMG9nS0VJQ0FnSUNDOHVuYy1nRRAB,Hasbi Basbeth,5,⭐⭐⭐⭐⭐,6 years ago,     
47,ChZDSUhNMG9nS0VJQ0FnSURzck52dlhnEAE,Hasyim Fathurochman,5,⭐⭐⭐⭐⭐,6 years ago,     
48,ChdDSUhNMG9nS0VJQ0FnSUNzOHR6Q3BnRRAB,Hammam sv,5,⭐⭐⭐⭐⭐,6 years ago,     
49,ChdDSUhNMG9nS0VJQ0FnSUQwLVl1RXJRRRAB,Triana W,5,⭐⭐⭐⭐⭐,6 years ago,     
50,ChdDSUhNMG9nS0VJQ0FnSUNVdEo3SnZ3RRAB,Rina Apriliani,5,⭐⭐⭐⭐⭐,7 years ago,     
51,ChdDSUhNMG9nS0VJQ0FnSURrdmFXNTZnRRAB,PHI,4,⭐⭐⭐⭐,7 years ago,     
52,ChZDSUhNMG9nS0VJQ0FnSURFdnV2cUtREAE,Sigit Prstya18,5,⭐⭐⭐⭐⭐,7 years ago,     
53,ChdDSUhNMG9nS0VJQ0FnSUM0cEx1Tmp3RRAB,Zainal Fauzi,5,⭐⭐⭐⭐⭐,7 years ago,12 reviews      
54,ChdDSUhNMG9nS0VJQ0FnSURJNW9EeGx3RRAB,Windy Elfasari,5,⭐⭐⭐⭐⭐,7 years ago,     
55,ChdDSUhNMG9nS0VJQ0FnSUR3aUtteG1BRRAB,Agus Karyanto,5,⭐⭐⭐⭐⭐,7 years ago,     
56,ChdDSUhNMG9nS0VJQ0FnSUNBbzlpVF9nRRAB,adhi,5,⭐⭐⭐⭐⭐,7 years ago,     
57,ChZDSUhNMG9nS0VJQ0FnSUNRX0ttZVRBEAE,Suprihatin New,2,⭐⭐,8 years ago,1 review · 4 photos      
58,ChZDSUhNMG9nS0VJQ0FnSUNRMmEtREp3EAE,Sarah MA,4,⭐⭐⭐⭐,8 years ago,     
59,ChdDSUhNMG9nS0VJQ0FnSURRX1l1bTJ3RRAB,Fabian Nosa,5,⭐⭐⭐⭐⭐,8 years ago,1 review · 1 photo      
60,ChZDSUhNMG9nS0VJQ0FnSURRdDVIeU5nEAE,Abdul Muzh'af suriadi,5,⭐⭐⭐⭐⭐,9 years ago,     
61,ChZDSUhNMG9nS0VJQ0FnSUNBbS02NWZ3EAE,tomapiya pOe,5,⭐⭐⭐⭐⭐,9 years ago,     
62,ChdDSUhNMG9nS0VJQ0FnSUNnX3Z5MWdRRRAB,Moch.Rinaldi Yansyah,5,⭐⭐⭐⭐⭐,9 years ago,     
63,ChZDSUhNMG9nS0VJQ0FnSURBMHRHM0lBEAE,Iqbal Jauhar,5,⭐⭐⭐⭐⭐,10 years ago,1 review · 1 photo      
64,ChZDSUhNMG9nS0VJQ0FnSURBaE5tOVZ3EAE,Fahmi Auliya,5,⭐⭐⭐⭐⭐,10 years ago,     
65,ChZDSUhNMG9nS0VJQ0FnSUNRdHFXUWFnEAE,Bhayu Kuncoro,5,⭐⭐⭐⭐⭐,10 years ago,2 reviews · 8 photos      
