no,id,Username,Rating,Stars,Date,Review Text
25,Ci9DQUlRQUNvZENodHljRjlvT20xcWRtWlhRVVZSZUVWU1Rrb3dTRkUzWms5NWRGRRAB,Nunik Arzakiyah,5,⭐⭐⭐⭐⭐,a month ago,     
26,ChdDSUhNMG9nS0VJQ0FnSUMxczhUWmhnRRAB,IAZA JOGJA,5,⭐⭐⭐⭐⭐,2 years ago,     
27,ChdDSUhNMG9nS0VJQ0FnSUNzMTZTejlRRRAB,Arya Wirarachman,4,⭐⭐⭐⭐,6 years ago,     
28,ChZDSUhNMG9nS0VJQ0FnSUNzZzQ3cmNREAE,amalia lativani,5,⭐⭐⭐⭐⭐,6 years ago,1 review      
29,ChZDSUhNMG9nS0VJQ0FnSUNzdnJTVFpnEAE,Jeihan Rafli,5,⭐⭐⭐⭐⭐,6 years ago,     
30,ChdDSUhNMG9nS0VJQ0FnSUNNbWNYTHh3RRAB,Rezki Badriza,5,⭐⭐⭐⭐⭐,6 years ago,1 review · 6 photos      
31,ChZDSUhNMG9nS0VJQ0FnSURVXzVtWUVREAE,Rhury Alca,5,⭐⭐⭐⭐⭐,6 years ago,     
32,ChZDSUhNMG9nS0VJQ0FnSUN3bUxyZUx3EAE,Linawaty Lina,4,⭐⭐⭐⭐,8 years ago,1 review · 1 photo      
33,ChdDSUhNMG9nS0VJQ0FnSURBcFktT2h3RRAB,Aisya Nurika,2,⭐⭐,8 years ago,     
34,ChZDSUhNMG9nS0VJQ0FnSUN3NmYtdVpnEAE,Roni Sutantyo,4,⭐⭐⭐⭐,9 years ago,     
35,ChdDSUhNMG9nS0VJQ0FnSURRc3RXWDZBRRAB,indri rahmawati,3,⭐⭐⭐,9 years ago,     
36,ChdDSUhNMG9nS0VJQ0FnSUNRejVlZjVnRRAB,ECE design13,4,⭐⭐⭐⭐,10 years ago,3 reviews · 5 photos      
37,ChZDSUhNMG9nS0VJQ0FnSURBajZhTlZ3EAE,Ugiek 88,5,⭐⭐⭐⭐⭐,10 years ago,     
